sample_date,am_count,wc_count,origin_lat,origin_lon,destination_lat,destination_lon,arrival_time,scheduled_pickup,time_diff,direct_distance
2024-01-1,1,0,1406,2294,1332,2188,24910,26457,1547,130
2024-01-1,1,0,388,1261,619,2362,25197,30264,5067,1125
2024-01-1,1,0,2326,2360,2484,2176,25200,29004,3804,243
2024-01-1,1,0,1518,2450,1126,517,25200,25389,189,1973
2024-01-1,1,0,868,754,2073,1287,25539,31342,5803,1318
2024-01-1,1,0,184,785,2201,2013,25670,26812,1142,2362
2024-01-1,1,0,1939,2184,990,1546,25701,27460,1759,1144
2024-01-1,1,0,1553,352,2003,1207,25937,32552,6615,967
2024-01-1,1,0,2095,2302,2111,2137,26081,26311,230,166
2024-01-1,1,0,2244,1006,2120,131,26089,26927,838,884
2024-01-1,1,0,422,469,211,1568,26172,30679,4507,1120
2024-01-1,1,0,1452,1633,182,1354,26345,31787,5442,1301
2024-01-1,1,0,1094,1960,211,1492,26726,31336,4610,1000
2024-01-1,1,0,1820,982,438,798,26727,30593,3866,1395
2024-01-1,1,0,916,2290,2055,1241,27299,27299,0,1549
2024-01-1,1,0,1466,791,342,2103,27370,31213,3843,1728
2024-01-1,1,0,2258,690,1460,710,27924,31668,3744,799
2024-01-1,1,0,1365,1864,468,1803,28065,35230,7165,900
2024-01-1,1,0,843,266,1649,2398,28334,28379,45,2280
2024-01-1,1,0,1091,847,1823,1876,28464,34507,6043,1263
2024-01-1,1,0,2256,1021,2476,1744,28614,29922,1308,756
2024-01-1,1,0,1610,1188,2345,119,28665,32030,3365,1298
2024-01-1,1,0,2332,436,2261,1925,28800,35924,7124,1491
2024-01-1,1,0,261,525,180,1153,28800,35640,6840,634
2024-01-1,1,0,237,1153,1030,2114,29232,29288,56,1246
2024-01-1,1,0,1258,625,173,573,29433,30290,857,1087
2024-01-1,1,0,1801,1297,675,1535,29491,33852,4361,1151
2024-01-1,1,0,513,1175,710,188,29545,30660,1115,1007
2024-01-1,1,0,614,1759,2334,740,29901,33466,3565,2000
2024-01-1,1,0,160,817,1745,673,30040,37240,7200,1592
2024-01-1,1,0,1266,1479,1507,2079,30339,35377,5038,647
2024-01-1,1,0,1180,2405,2347,1866,30496,33945,3449,1286
2024-01-1,1,0,619,110,358,440,30740,30836,96,421
2024-01-1,1,0,1812,512,2335,2219,30875,31640,765,1786
2024-01-1,1,0,825,764,1114,2365,31147,32976,1829,1627
2024-01-1,1,0,631,1520,152,442,31303,31895,592,1180
2024-01-1,1,0,1937,1848,318,2150,31418,36084,4666,1647
2024-01-1,1,0,1491,552,2486,1100,31496,31652,156,1136
2024-01-1,1,0,271,2400,941,884,31509,37297,5788,1658
2024-01-1,1,0,1815,2086,2490,1359,31597,37014,5417,993
2024-01-1,1,0,964,1,227,1086,31612,37870,6258,1312
2024-01-1,1,0,2378,2413,2220,491,32362,33676,1314,1929
2024-01-1,1,0,1151,1574,83,2115,32400,37048,4648,1198
2024-01-1,1,0,1769,890,2020,1851,32400,38136,5736,994
2024-01-1,1,0,2153,1248,114,1482,32632,38037,5405,2053
2024-01-1,1,0,1112,1948,1193,983,32696,36785,4089,969
2024-01-1,1,0,784,813,204,687,32722,34418,1696,594
2024-01-1,1,0,1752,2214,2258,884,32898,38629,5731,1424
2024-01-1,1,0,2066,1170,1795,306,33054,39990,6936,906
2024-01-1,1,0,770,1473,152,939,33095,36440,3345,817
2024-01-1,1,0,2278,1568,1074,521,33330,35927,2597,1596
2024-01-1,1,0,951,1717,1260,866,33520,37058,3538,906
2024-01-1,1,0,366,1739,1098,359,33777,35228,1451,1563
2024-01-1,1,0,2448,1050,875,82,33815,39821,6006,1847
2024-01-1,1,0,1032,507,2202,1161,34152,36777,2625,1341
2024-01-1,1,0,792,1146,980,1061,34212,38524,4312,207
2024-01-1,1,0,24,638,1819,1591,34390,38404,4014,2033
2024-01-1,1,0,1150,2345,2277,2384,34762,37885,3123,1128
2024-01-1,1,0,809,1661,1820,1560,34768,39537,4769,1017
2024-01-1,1,0,2410,1608,738,1542,34862,36092,1230,1674
2024-01-1,1,0,1772,1965,1821,1277,35362,37818,2456,690
2024-01-1,1,0,266,1712,144,1112,35812,36173,361,613
2024-01-1,1,0,1741,1134,2051,169,36000,42745,6745,1014
2024-01-1,1,0,313,61,2033,1531,36000,41038,5038,2263
2024-01-1,1,0,1102,494,1535,1664,36025,40796,4771,1248
2024-01-1,1,0,1980,461,1544,2257,36408,39833,3425,1849
2024-01-1,1,0,1431,1677,1294,2463,36537,38353,1816,798
2024-01-1,1,0,763,1772,106,1577,37145,43256,6111,686
2024-01-1,1,0,211,891,425,1498,37313,38636,1323,644
2024-01-1,1,0,786,1184,1257,412,38156,41187,3031,905
2024-01-1,1,0,2237,548,343,840,38287,45487,7200,1917
2024-01-1,1,0,2112,1807,1450,382,38411,42807,4396,1572
2024-01-1,1,0,929,1000,806,1748,38435,45635,7200,759
2024-01-1,1,0,157,865,1636,1219,38507,45707,7200,1521
2024-01-1,1,0,1043,2318,1653,736,38512,39227,715,1696
2024-01-1,1,0,698,938,1250,302,38541,44271,5730,843
2024-01-1,1,0,2210,1194,1158,1438,38767,43721,4954,1080
2024-01-1,1,0,2298,2057,1971,1350,38772,39507,735,779
2024-01-1,1,0,1285,1873,1555,1384,38848,39353,505,559
2024-01-1,1,0,2100,2314,1178,75,39176,42163,2987,2422
2024-01-1,1,0,206,1939,2378,758,39371,39371,0,2473
2024-01-1,1,0,993,1105,1935,329,39565,39742,177,1221
2024-01-1,1,0,1989,299,1207,827,39600,45758,6158,944
2024-01-1,1,0,2291,1987,1782,1327,39600,39600,0,834
2024-01-1,1,0,505,2063,2425,153,39914,40109,195,2709
2024-01-1,1,0,547,1420,578,1730,39921,44921,5000,312
2024-01-1,1,0,202,2233,1048,1667,40159,41749,1590,1018
2024-01-1,1,0,1127,1945,2307,72,40280,40280,0,2214
2024-01-1,1,0,1995,58,2105,1140,40849,43121,2272,1088
2024-01-1,1,0,1204,1627,476,1203,40898,47327,6429,843
2024-01-1,1,0,1201,545,1652,739,40958,41721,763,491
2024-01-1,1,0,1935,1700,28,1316,40974,47692,6718,1946
2024-01-1,1,0,518,18,173,71,41082,44254,3172,350
2024-01-1,1,0,428,1841,1004,1915,41105,43364,2259,581
2024-01-1,1,0,1400,1217,384,2440,41299,41299,0,1590
2024-01-1,1,0,2220,1297,1292,1183,41612,47904,6292,935
2024-01-1,1,0,2442,1944,860,1053,41843,43942,2099,1816
2024-01-1,1,0,2495,2478,2486,1588,42123,48394,6271,891
2024-01-1,1,0,2324,2403,2493,1773,42204,43082,878,653
2024-01-1,1,0,1280,937,1978,1040,42566,47088,4522,706
2024-01-1,1,0,1678,1937,786,1361,42674,46873,4199,1062
2024-01-1,1,0,729,523,627,1280,43009,46218,3209,764
2024-01-1,1,0,1942,2456,427,673,43200,45494,2294,2340
2024-01-1,1,0,135,602,2494,1726,43200,46926,3726,2614
2024-01-1,1,0,374,1869,2024,2328,43201,43201,0,1713
2024-01-1,1,0,1401,834,1244,493,43314,43454,140,376
2024-01-1,1,0,498,2026,311,1987,43314,43314,0,192
2024-01-1,1,0,629,2269,299,759,43756,46719,2963,1546
2024-01-1,1,0,2384,2301,1900,1195,44100,48065,3965,1208
2024-01-1,1,0,2372,2129,636,1007,44332,50448,6116,2068
2024-01-1,1,0,1026,1240,2144,1722,44693,45605,912,1218
2024-01-1,1,0,209,265,1348,446,44716,49511,4795,1154
2024-01-1,1,0,126,1293,112,71,44741,48137,3396,1223
2024-01-1,1,0,1931,18,960,545,44771,49436,4665,1105
2024-01-1,1,0,2441,1728,431,1372,44913,46179,1266,2042
2024-01-1,1,0,1137,1322,1919,1495,45259,49961,4702,801
2024-01-1,1,0,1152,1035,378,460,45931,52188,6257,965
2024-01-1,1,0,622,120,1549,907,46112,47461,1349,1217
2024-01-1,1,0,472,586,1369,906,46304,49144,2840,953
2024-01-1,1,0,466,244,414,237,46655,51540,4885,53
2024-01-1,1,0,450,1766,1759,515,46730,47168,438,1811
2024-01-1,1,0,667,1981,2033,1433,46772,53352,6580,1472
2024-01-1,1,0,1750,1953,1238,490,46800,53551,6751,1551
2024-01-2,1,0,187,739,631,2490,3600,4933,1333,1807
2024-01-2,1,0,1242,1190,882,2292,3607,5594,1987,1160
2024-01-2,1,0,2364,2278,1323,745,3826,6745,2919,1854
2024-01-2,1,0,1902,2117,1147,483,3983,8305,4322,1800
2024-01-2,1,0,48,665,279,2302,4133,10001,5868,1654
2024-01-2,1,0,912,2325,2465,1991,4243,9155,4912,1589
2024-01-2,1,0,1580,2194,1003,2270,4306,8745,4439,582
2024-01-2,1,0,2181,1968,2246,664,4572,8266,3694,1306
2024-01-2,1,0,549,1883,2282,1888,4669,5909,1240,1734
2024-01-2,1,0,1001,1404,1267,217,4755,10339,5584,1217
2024-01-2,1,0,1176,559,217,544,5022,9226,4204,960
2024-01-2,1,0,431,866,116,1987,5229,5253,24,1165
2024-01-2,1,0,510,169,138,83,5268,12468,7200,382
2024-01-2,1,0,764,1511,376,789,5466,9767,4301,820
2024-01-2,1,0,507,74,704,585,5522,9048,3526,548
2024-01-2,1,0,2250,631,2379,540,5945,12917,6972,158
2024-01-2,1,0,1564,1711,647,49,6474,7335,861,1899
2024-01-2,1,0,1511,2247,1544,1780,6661,11178,4517,469
2024-01-2,1,0,2491,1286,116,1318,7177,10893,3716,2376
2024-01-2,1,0,330,196,1724,505,7200,7704,504,1428
2024-01-2,1,0,910,513,1210,736,7200,10082,2882,374
2024-01-2,1,0,2116,2327,309,787,7306,11996,4690,2375
2024-01-2,1,0,1578,1048,493,204,7646,12448,4802,1375
2024-01-2,1,0,372,215,50,2179,7710,9547,1837,1991
2024-01-2,1,0,2346,1685,888,2297,7839,7839,0,1582
2024-01-2,1,0,1190,856,192,1999,7925,7978,53,1518
2024-01-2,1,0,1063,1250,1843,1881,8013,9849,1836,1004
2024-01-2,1,0,844,215,1656,924,8244,11463,3219,1078
2024-01-2,1,0,841,2198,1205,10,8362,8362,0,2219
2024-01-2,1,0,1299,1876,448,1643,8836,14802,5966,883
2024-01-2,1,0,1170,2052,1536,2059,8957,12860,3903,367
2024-01-2,1,0,520,251,685,1684,8970,9353,383,1443
2024-01-2,1,0,50,1338,1845,2186,9040,9040,0,1986
2024-01-2,1,0,767,2241,2108,1857,9333,15466,6133,1395
2024-01-2,1,0,1724,1001,2373,1422,9413,11160,1747,774
2024-01-2,1,0,145,1610,853,176,9418,15319,5901,1600
2024-01-2,1,0,263,2049,674,1603,9461,14490,5029,607
2024-01-2,1,0,1479,1107,1446,2307,9472,10149,677,1201
2024-01-2,1,0,1053,1597,944,827,10256,17456,7200,778
2024-01-2,1,0,2424,955,1310,1619,10800,16137,5337,1297
2024-01-2,1,0,2294,988,2079,2094,10800,12733,1933,1127
2024-01-2,1,0,1987,1416,1091,824,10805,12424,1619,1074
2024-01-2,1,0,1273,2201,1613,35,11052,12556,1504,2193
2024-01-2,1,0,1693,1691,798,561,11164,15443,4279,1442
2024-01-2,1,0,1003,17,2237,2301,11320,15397,4077,2597
2024-01-2,1,0,956,149,1256,2341,11442,17992,6550,2213
2024-01-2,1,0,1211,1935,1796,1306,11540,12658,1118,859
2024-01-2,1,0,711,828,1526,332,11722,15819,4097,955
2024-01-2,1,0,2031,1853,21,2391,12542,16803,4261,2081
2024-01-2,1,0,1253,1319,2405,1668,12570,15720,3150,1204
2024-01-2,1,0,2270,990,1407,1891,12655,18067,5412,1248
2024-01-2,1,0,1933,2054,1041,801,12665,18855,6190,1539
2024-01-2,1,0,1033,630,477,2399,12970,15882,2912,1855
2024-01-2,1,0,1070,1375,229,1996,13213,16626,3413,1046
2024-01-2,1,0,652,1408,2186,1590,13268,14320,1052,1545
2024-01-2,1,0,2155,2194,905,559,13391,19086,5695,2059
2024-01-2,1,0,1575,487,1638,1629,13626,14428,802,1144
2024-01-2,1,0,1537,477,2377,2069,13872,18958,5086,1801
2024-01-2,1,0,1824,2068,2339,752,13914,13914,0,1414
2024-01-2,1,0,2059,1607,1974,2226,14400,19423,5023,625
2024-01-2,1,0,381,2026,57,718,14400,15988,1588,1348
2024-01-2,1,0,735,893,1111,1734,14738,19502,4764,922
2024-01-2,1,0,2358,2210,736,1663,14818,18778,3960,1712
2024-01-2,1,0,1444,418,1764,860,14876,17277,2401,546
2024-01-2,1,0,1762,701,504,1250,14909,16754,1845,1373
2024-01-2,1,0,689,1376,363,880,14999,20637,5638,594
2024-01-2,1,0,1806,657,692,1716,15002,21977,6975,1538
2024-01-2,1,0,803,2253,2365,1204,15281,16272,991,1882
2024-01-2,1,0,2071,1596,2040,1344,15380,18448,3068,254
2024-01-2,1,0,924,242,158,1876,15438,18386,2948,1805
2024-01-2,1,0,1268,1467,1701,51,15467,20573,5106,1481
2024-01-2,1,0,875,688,1351,1744,15561,18529,2968,1159
2024-01-2,1,0,986,1144,283,99,15629,17409,1780,1260
2024-01-2,1,0,1118,1070,2332,286,15724,15724,0,1446
2024-01-2,1,0,2257,269,505,955,15903,18492,2589,1882
2024-01-2,1,0,108,776,2056,1046,16128,21556,5428,1967
2024-01-2,1,0,310,355,1663,1947,16653,19061,2408,2090
2024-01-2,1,0,1544,1517,1892,1453,17911,20814,2903,354
2024-01-2,1,0,968,1832,1823,861,17925,23271,5346,1294
2024-01-2,1,0,1120,62,434,801,18000,21634,3634,1009
2024-01-2,1,0,282,537,2355,459,18000,19135,1135,2075
2024-01-2,1,0,1224,1328,221,1114,18111,19422,1311,1026
2024-01-2,1,0,188,1847,322,1817,18302,22831,4529,138
2024-01-2,1,0,845,1319,1859,557,18370,23082,4712,1269
2024-01-2,1,0,439,1932,2351,2465,18559,21246,2687,1985
2024-01-2,1,0,880,349,2180,2034,19166,19360,194,2129
2024-01-2,1,0,1771,1189,2161,961,19283,25262,5979,452
2024-01-2,1,0,1883,349,2489,1705,19329,19738,409,1486
2024-01-2,1,0,630,1096,1450,59,19438,24986,5548,1323
2024-01-2,1,0,641,653,1952,1397,19555,23771,4216,1508
2024-01-2,1,0,2213,578,434,332,19695,21244,1549,1796
2024-01-2,1,0,1382,1821,1014,1736,19842,22164,2322,378
2024-01-2,1,0,1156,1715,685,2323,19851,27051,7200,770
2024-01-2,1,0,1730,1149,535,283,19886,26625,6739,1476
2024-01-2,1,0,2143,933,2058,2028,20004,23699,3695,1099
2024-01-2,1,0,1690,458,1090,1234,20247,27447,7200,981
2024-01-2,1,0,110,2131,1723,1456,20544,24485,3941,1749
2024-01-2,1,0,2295,2314,2439,942,20841,21477,636,1380
2024-01-2,1,0,572,60,1335,290,20979,25038,4059,797
2024-01-2,1,0,658,1101,296,1459,21600,23969,2369,510
2024-01-2,1,0,279,1537,635,2219,21600,21600,0,770
2024-01-2,1,0,1139,1946,1241,1469,21716,26111,4395,488
2024-01-2,1,0,1994,2229,2293,52,21757,21845,88,2198
2024-01-2,1,0,697,1266,2344,157,21757,23982,2225,1986
2024-01-2,1,0,2127,1741,332,32,21847,29047,7200,2479
2024-01-2,1,0,1621,1290,505,825,21983,23995,2012,1209
2024-01-2,1,0,737,1222,496,1126,22328,27952,5624,260
2024-01-2,1,0,210,830,1024,2441,22515,27059,4544,1805
2024-01-2,1,0,107,2124,317,1515,22820,25156,2336,645
2024-01-2,1,0,2013,1171,1057,2145,23249,28788,5539,1365
2024-01-2,1,0,1582,2467,718,47,23716,26542,2826,2570
2024-01-2,1,0,1633,844,2155,2201,23996,26635,2639,1454
2024-01-2,1,0,866,1801,723,808,24019,26498,2479,1004
2024-01-2,1,0,873,1299,2415,1804,24089,25489,1400,1623
2024-01-2,1,0,955,1997,1754,943,24128,24820,692,1323
2024-01-2,1,0,1990,1474,792,886,24461,26995,2534,1335
2024-01-2,1,0,2317,1434,2176,2390,24720,24874,154,967
2024-01-2,1,0,1589,478,836,2271,24791,25506,715,1945
2024-01-2,1,0,833,1890,1862,1892,24930,27121,2191,1030
2024-01-2,1,0,820,422,1457,21,25200,27718,2518,753
2024-01-2,1,0,1910,2081,666,1079,25200,31465,6265,1598
2024-01-2,1,0,2073,910,1235,705,25244,31189,5945,863
2024-01-2,1,0,620,1536,19,2081,25587,25587,0,812
2024-01-2,1,0,1260,2427,456,1589,25732,26166,434,1162
2024-01-2,1,0,1870,2413,2203,1425,25800,33000,7200,1043
2024-01-2,1,0,1173,1745,2011,495,26066,27426,1360,1505
2024-01-2,1,0,429,1737,1794,1046,26955,28161,1206,1530
2024-01-2,1,0,3,2218,1618,1243,27019,27249,230,1887
2024-01-2,1,0,992,273,445,171,27371,33926,6555,557
2024-01-2,1,0,1653,559,1294,736,27696,30117,2421,401
2024-01-2,1,0,624,1169,2217,1499,27725,28953,1228,1627
2024-01-2,1,0,947,292,1378,1552,28137,29426,1289,1332
2024-01-2,1,0,2351,1078,1836,1120,28277,34517,6240,517
2024-01-2,1,0,159,1507,1201,2200,28307,35368,7061,1252
2024-01-2,1,0,80,2190,315,718,28481,29244,763,1491
2024-01-2,1,0,1471,318,59,1493,28560,34581,6021,1837
2024-01-2,1,0,1462,1396,719,867,28604,28739,135,913
2024-01-2,1,0,635,35,1556,1114,28623,35822,7199,1419
2024-01-2,1,0,280,2104,2234,1858,28673,33269,4596,1970
2024-01-2,1,0,308,14,292,1569,28800,29982,1182,1556
2024-01-2,1,0,2410,182,1170,685,28800,28988,188,1339
2024-01-2,1,0,382,1680,1326,2128,29030,29476,446,1045
2024-01-2,1,0,2397,1628,87,774,29392,35590,6198,2463
2024-01-2,1,0,862,549,176,407,29918,29999,81,701
2024-01-2,1,0,1100,1514,486,2081,30251,37000,6749,836
2024-01-2,1,0,1468,1725,705,806,30429,37629,7200,1195
2024-01-2,1,0,1153,530,2385,691,30442,37064,6622,1243
2024-01-2,1,0,1714,286,267,802,30612,35521,4909,1537
2024-01-2,1,0,213,2122,1265,864,30688,33785,3097,1640
2024-01-2,1,0,196,388,1253,778,30719,37082,6363,1127
2024-01-2,1,0,1566,549,1776,1059,31108,32289,1181,552
2024-01-2,1,0,1882,2270,2041,2055,31411,31763,352,268
2024-01-2,1,0,861,2430,2329,2427,31541,33536,1995,1469
2024-01-2,1,0,2354,1153,523,2442,31649,31649,0,2240
2024-01-2,1,0,1433,2322,1572,757,31766,36562,4796,1572
2024-01-2,1,0,454,887,1045,1039,31819,38593,6774,611
2024-01-2,1,0,1582,630,1539,765,31908,38860,6952,142
2024-01-2,1,0,450,892,801,1726,32008,36229,4221,905
2024-01-2,1,0,816,410,1027,2379,32011,35404,3393,1981
2024-01-2,1,0,2490,1574,819,114,32400,32999,599,2219
2024-01-2,1,0,1649,1849,957,1627,32400,37057,4657,727
2024-01-2,1,0,1347,752,2160,2279,32491,32846,355,1730
2024-01-2,1,0,1347,1273,1713,784,33409,34894,1485,611
2024-01-2,1,0,1525,1857,355,858,33670,36582,2912,1539
2024-01-2,1,0,1088,43,749,1159,33812,33812,0,1167
2024-01-2,1,0,2132,1461,157,47,33815,40965,7150,2429
2024-01-2,1,0,317,604,1495,1200,33908,35701,1793,1321
2024-01-2,1,0,716,1467,1633,1268,34002,36285,2283,939
2024-01-2,1,0,445,892,1177,1459,34062,35719,1657,926
2024-01-2,1,0,1199,96,484,1,34198,37538,3340,722
2024-01-2,1,0,252,495,1926,420,34270,34704,434,1676
2024-01-2,1,0,1167,216,2257,430,34291,40657,6366,1111
2024-01-2,1,0,792,1256,468,2010,34324,40166,5842,821
2024-01-2,1,0,2359,1336,1433,2276,34544,39804,5260,1320
2024-01-2,1,0,1245,1837,2469,1453,34567,39085,4518,1283
2024-01-2,1,0,1238,270,945,1243,35444,38066,2622,1017
2024-01-2,1,0,982,310,1639,2017,35518,39633,4115,1830
2024-01-2,1,0,886,213,1948,2145,35718,41684,5966,2205
2024-01-2,1,0,506,2214,1253,15,35889,41660,5771,2323
2024-01-2,1,0,424,1365,2278,422,36000,36000,0,2081
2024-01-2,1,0,157,55,792,851,36000,36000,0,1019
2024-01-2,1,0,2303,54,254,463,36151,43351,7200,2090
